language,type,license,rightsHolder,datasetID,datasetName,basisOfRecord,collectionCode,occurrenceID,recorderdedBy,organismQuantity,organismQuantityType,occurrenceStatus,eventID,scientificName,kingdom,taxonRank
en,Event,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,HumanObservation,FORMICA,UGENT:FORMICA:ITLOT1P3:HERB:Symphytum bulbosum,"Matteo Tolosano, Camille Meeussen",0.5,% coverage of herb layer,present,FORMICA_VEG:plot:ITLOT1P3,Symphytum bulbosum,Plantae,species
en,Event,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,HumanObservation,FORMICA,UGENT:FORMICA:ITLOT1P3:HERB:Brachypodium pinnatum,"Matteo Tolosano, Camille Meeussen",0.5,% coverage of herb layer,present,FORMICA_VEG:plot:ITLOT1P3,Brachypodium pinnatum,Plantae,species
en,Event,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,HumanObservation,FORMICA,UGENT:FORMICA:ITLOT1P3:HERB:Cytisus scoparius,"Matteo Tolosano, Camille Meeussen",0.5,% coverage of herb layer,present,FORMICA_VEG:plot:ITLOT1P3,Cytisus scoparius,Plantae,species
en,Event,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,HumanObservation,FORMICA,UGENT:FORMICA:ITLOT1P3:HERB:Cornus sanguinea,"Matteo Tolosano, Camille Meeussen",0.5,% coverage of herb layer,present,FORMICA_VEG:plot:ITLOT1P3,Cornus sanguinea,Plantae,species
en,Event,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,HumanObservation,FORMICA,UGENT:FORMICA:ITLOT1P3:HERB:Rubia peregrina,"Matteo Tolosano, Camille Meeussen",0.5,% coverage of herb layer,present,FORMICA_VEG:plot:ITLOT1P3,Rubia peregrina,Plantae,species
en,Event,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,HumanObservation,FORMICA,UGENT:FORMICA:ITLOT1P4:HERB:Cyclamen repandum,Pieter De Frenne,0.5,% coverage of herb layer,present,FORMICA_VEG:plot:ITLOT1P4,Cyclamen repandum,Plantae,species
en,Event,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,HumanObservation,FORMICA,UGENT:FORMICA:ITLOT1P4:HERB:Anemone apennina,Pieter De Frenne,15,% coverage of herb layer,present,FORMICA_VEG:plot:ITLOT1P4,Anemone apennina,Plantae,species
en,Event,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,HumanObservation,FORMICA,UGENT:FORMICA:ITLOT1P4:HERB:Lonicera etrusca,Pieter De Frenne,2,% coverage of herb layer,present,FORMICA_VEG:plot:ITLOT1P4,Lonicera etrusca,Plantae,species
en,Event,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,HumanObservation,FORMICA,UGENT:FORMICA:ITLOT1P4:HERB:Ligustrum vulgare,Pieter De Frenne,5,% coverage of herb layer,present,FORMICA_VEG:plot:ITLOT1P4,Ligustrum vulgare,Plantae,species
en,Event,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,HumanObservation,FORMICA,UGENT:FORMICA:ITLOT1P4:HERB:Rubus ulmifolius,Pieter De Frenne,2,% coverage of herb layer,present,FORMICA_VEG:plot:ITLOT1P4,Rubus ulmifolius,Plantae,species
en,Event,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,HumanObservation,FORMICA,UGENT:FORMICA:ITLOT1P4:HERB:Cornus sanguinea,Pieter De Frenne,0.5,% coverage of herb layer,present,FORMICA_VEG:plot:ITLOT1P4,Cornus sanguinea,Plantae,species
en,Event,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,HumanObservation,FORMICA,UGENT:FORMICA:ITLOT1P4:HERB:Ruscus aculeatus,Pieter De Frenne,0.5,% coverage of herb layer,present,FORMICA_VEG:plot:ITLOT1P4,Ruscus aculeatus,Plantae,species
en,Event,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,HumanObservation,FORMICA,UGENT:FORMICA:ITLOT1P4:HERB:Dioscorea communis,Pieter De Frenne,0.5,% coverage of herb layer,present,FORMICA_VEG:plot:ITLOT1P4,Dioscorea communis,Plantae,species
en,Event,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,HumanObservation,FORMICA,UGENT:FORMICA:ITLOT1P4:HERB:Brachypodium sylvaticum,Pieter De Frenne,0.5,% coverage of herb layer,present,FORMICA_VEG:plot:ITLOT1P4,Brachypodium sylvaticum,Plantae,species
en,Event,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,HumanObservation,FORMICA,UGENT:FORMICA:ITLOT1P4:HERB:Poa trivialis subsp. sylvicola,Pieter De Frenne,0.5,% coverage of herb layer,present,FORMICA_VEG:plot:ITLOT1P4,Poa trivialis subsp. sylvicola,Plantae,subspecies
en,Event,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,HumanObservation,FORMICA,UGENT:FORMICA:ITLOT1P4:HERB:Melittis melissophyllum,Pieter De Frenne,0.5,% coverage of herb layer,present,FORMICA_VEG:plot:ITLOT1P4,Melittis melissophyllum,Plantae,species
en,Event,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,HumanObservation,FORMICA,UGENT:FORMICA:ITLOT1P4:HERB:Quercus cerris,Pieter De Frenne,0.5,% coverage of herb layer,present,FORMICA_VEG:plot:ITLOT1P4,Quercus cerris,Plantae,species
en,Event,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,HumanObservation,FORMICA,UGENT:FORMICA:ITLOT1P4:HERB:Helleborus viridis,Pieter De Frenne,0.5,% coverage of herb layer,present,FORMICA_VEG:plot:ITLOT1P4,Helleborus viridis,Plantae,species
en,Event,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,HumanObservation,FORMICA,UGENT:FORMICA:ITLOT1P4:HERB:Symphytum bulbosum,Pieter De Frenne,0.5,% coverage of herb layer,present,FORMICA_VEG:plot:ITLOT1P4,Symphytum bulbosum,Plantae,species
en,Event,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,HumanObservation,FORMICA,UGENT:FORMICA:ITLOT1P5:HERB:Cruciata glabra,"Federico Selvi, Pieter De Frenne",0.5,% coverage of herb layer,present,FORMICA_VEG:plot:ITLOT1P5,Cruciata glabra,Plantae,species
en,Event,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,HumanObservation,FORMICA,UGENT:FORMICA:ITLOT1P5:HERB:Stachys officinalis,"Federico Selvi, Pieter De Frenne",2,% coverage of herb layer,present,FORMICA_VEG:plot:ITLOT1P5,Stachys officinalis,Plantae,species
en,Event,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,HumanObservation,FORMICA,UGENT:FORMICA:ITLOT1P5:HERB:Brachypodium sylvaticum,"Federico Selvi, Pieter De Frenne",2,% coverage of herb layer,present,FORMICA_VEG:plot:ITLOT1P5,Brachypodium sylvaticum,Plantae,species
en,Event,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,HumanObservation,FORMICA,UGENT:FORMICA:ITLOT1P5:HERB:Hedera helix,"Federico Selvi, Pieter De Frenne",4,% coverage of herb layer,present,FORMICA_VEG:plot:ITLOT1P5,Hedera helix,Plantae,species
en,Event,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,HumanObservation,FORMICA,UGENT:FORMICA:ITLOT1P5:HERB:Quercus cerris,"Federico Selvi, Pieter De Frenne",0.5,% coverage of herb layer,present,FORMICA_VEG:plot:ITLOT1P5,Quercus cerris,Plantae,species
en,Event,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,HumanObservation,FORMICA,UGENT:FORMICA:ITLOT1P5:HERB:Lonicera etrusca,"Federico Selvi, Pieter De Frenne",3,% coverage of herb layer,present,FORMICA_VEG:plot:ITLOT1P5,Lonicera etrusca,Plantae,species
en,Event,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,HumanObservation,FORMICA,UGENT:FORMICA:ITLOT1P5:HERB:Carex pallescens,"Federico Selvi, Pieter De Frenne",8,% coverage of herb layer,present,FORMICA_VEG:plot:ITLOT1P5,Carex pallescens,Plantae,species
en,Event,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,HumanObservation,FORMICA,UGENT:FORMICA:ITLOT1P5:HERB:Dioscorea communis,"Federico Selvi, Pieter De Frenne",1,% coverage of herb layer,present,FORMICA_VEG:plot:ITLOT1P5,Dioscorea communis,Plantae,species
en,Event,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,HumanObservation,FORMICA,UGENT:FORMICA:ITLOT1P5:HERB:Ranunculus velutinus,"Federico Selvi, Pieter De Frenne",0.5,% coverage of herb layer,present,FORMICA_VEG:plot:ITLOT1P5,Ranunculus velutinus,Plantae,species
en,Event,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,HumanObservation,FORMICA,UGENT:FORMICA:ITLOT1P5:HERB:Aristolochia rotunda,"Federico Selvi, Pieter De Frenne",0.5,% coverage of herb layer,present,FORMICA_VEG:plot:ITLOT1P5,Aristolochia rotunda,Plantae,species
en,Event,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,HumanObservation,FORMICA,UGENT:FORMICA:ITLOT1P5:HERB:Cytisus scoparius,"Federico Selvi, Pieter De Frenne",0.5,% coverage of herb layer,present,FORMICA_VEG:plot:ITLOT1P5,Cytisus scoparius,Plantae,species
en,Event,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,HumanObservation,FORMICA,UGENT:FORMICA:ITLOT1P5:HERB:Crocus etruscus,"Federico Selvi, Pieter De Frenne",0.5,% coverage of herb layer,present,FORMICA_VEG:plot:ITLOT1P5,Crocus etruscus,Plantae,species
en,Event,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,HumanObservation,FORMICA,UGENT:FORMICA:ITLOT1P5:HERB:Ruscus aculeatus,"Federico Selvi, Pieter De Frenne",0.5,% coverage of herb layer,present,FORMICA_VEG:plot:ITLOT1P5,Ruscus aculeatus,Plantae,species
en,Event,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,HumanObservation,FORMICA,UGENT:FORMICA:ITLOT1P5:HERB:Ajuga reptans,"Federico Selvi, Pieter De Frenne",1,% coverage of herb layer,present,FORMICA_VEG:plot:ITLOT1P5,Ajuga reptans,Plantae,species
en,Event,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,HumanObservation,FORMICA,UGENT:FORMICA:ITLOT1P5:HERB:Luzula forsteri,"Federico Selvi, Pieter De Frenne",0.5,% coverage of herb layer,present,FORMICA_VEG:plot:ITLOT1P5,Luzula forsteri,Plantae,species
en,Event,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,HumanObservation,FORMICA,UGENT:FORMICA:ITLOT1P5:HERB:Symphytum bulbosum,"Federico Selvi, Pieter De Frenne",0.5,% coverage of herb layer,present,FORMICA_VEG:plot:ITLOT1P5,Symphytum bulbosum,Plantae,species
en,Event,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,HumanObservation,FORMICA,UGENT:FORMICA:ITLOT1P5:HERB:Ligustrum vulgare,"Federico Selvi, Pieter De Frenne",1,% coverage of herb layer,present,FORMICA_VEG:plot:ITLOT1P5,Ligustrum vulgare,Plantae,species
en,Event,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,HumanObservation,FORMICA,UGENT:FORMICA:ITLOT1P5:HERB:Malus sylvestris,"Federico Selvi, Pieter De Frenne",0.5,% coverage of herb layer,present,FORMICA_VEG:plot:ITLOT1P5,Malus sylvestris,Plantae,species
en,Event,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,HumanObservation,FORMICA,UGENT:FORMICA:ITLOT1P5:HERB:Viola reichenbachiana,"Federico Selvi, Pieter De Frenne",0.5,% coverage of herb layer,present,FORMICA_VEG:plot:ITLOT1P5,Viola reichenbachiana,Plantae,species
en,Event,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,HumanObservation,FORMICA,UGENT:FORMICA:ITLOT1P5:HERB:Veronica officinalis,"Federico Selvi, Pieter De Frenne",1,% coverage of herb layer,present,FORMICA_VEG:plot:ITLOT1P5,Veronica officinalis,Plantae,species
en,Event,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,HumanObservation,FORMICA,UGENT:FORMICA:ITLOT1P5:HERB:Viola alba,"Federico Selvi, Pieter De Frenne",0.5,% coverage of herb layer,present,FORMICA_VEG:plot:ITLOT1P5,Viola alba,Plantae,species
en,Event,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,HumanObservation,FORMICA,UGENT:FORMICA:ITLOT1P5:HERB:Poa trivialis subsp. sylvicola,"Federico Selvi, Pieter De Frenne",1,% coverage of herb layer,present,FORMICA_VEG:plot:ITLOT1P5,Poa trivialis subsp. sylvicola,Plantae,subspecies
en,Event,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,HumanObservation,FORMICA,UGENT:FORMICA:ITLOT1P5:HERB:Rubus ulmifolius,"Federico Selvi, Pieter De Frenne",0.5,% coverage of herb layer,present,FORMICA_VEG:plot:ITLOT1P5,Rubus ulmifolius,Plantae,species
en,Event,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,HumanObservation,FORMICA,UGENT:FORMICA:ITLOT1P5:HERB:Rubus canescens,"Federico Selvi, Pieter De Frenne",0.5,% coverage of herb layer,present,FORMICA_VEG:plot:ITLOT1P5,Rubus canescens,Plantae,species
en,Event,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,HumanObservation,FORMICA,UGENT:FORMICA:ITLOT1P5:HERB:Crataegus monogyna,"Federico Selvi, Pieter De Frenne",0.5,% coverage of herb layer,present,FORMICA_VEG:plot:ITLOT1P5,Crataegus monogyna,Plantae,species
en,Event,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,HumanObservation,FORMICA,UGENT:FORMICA:ITLOT1P5:HERB:Oenanthe pimpinelloides,"Federico Selvi, Pieter De Frenne",0.5,% coverage of herb layer,present,FORMICA_VEG:plot:ITLOT1P5,Oenanthe pimpinelloides,Plantae,species
en,Event,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,HumanObservation,FORMICA,UGENT:FORMICA:ITLOT2P1:HERB:Stachys officinalis,"Giovanni Iacopett, Sanne Govaert Govaert, Kris Verheyen, Pieter Vangansbeke",3,% coverage of herb layer,present,FORMICA_VEG:plot:ITLOT2P1,Stachys officinalis,Plantae,species
en,Event,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,HumanObservation,FORMICA,UGENT:FORMICA:ITLOT2P1:HERB:Ruscus aculeatus,"Giovanni Iacopett, Sanne Govaert Govaert, Kris Verheyen, Pieter Vangansbeke",10,% coverage of herb layer,present,FORMICA_VEG:plot:ITLOT2P1,Ruscus aculeatus,Plantae,species
en,Event,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,HumanObservation,FORMICA,UGENT:FORMICA:ITLOT2P1:HERB:Stellaria media,"Giovanni Iacopett, Sanne Govaert Govaert, Kris Verheyen, Pieter Vangansbeke",2,% coverage of herb layer,present,FORMICA_VEG:plot:ITLOT2P1,Stellaria media,Plantae,species
en,Event,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,HumanObservation,FORMICA,UGENT:FORMICA:ITLOT2P1:HERB:Vicia ochroleuca,"Giovanni Iacopett, Sanne Govaert Govaert, Kris Verheyen, Pieter Vangansbeke",0.5,% coverage of herb layer,present,FORMICA_VEG:plot:ITLOT2P1,Vicia ochroleuca,Plantae,species
en,Event,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,HumanObservation,FORMICA,UGENT:FORMICA:ITLOT2P1:HERB:Dioscorea communis,"Giovanni Iacopett, Sanne Govaert Govaert, Kris Verheyen, Pieter Vangansbeke",0.5,% coverage of herb layer,present,FORMICA_VEG:plot:ITLOT2P1,Dioscorea communis,Plantae,species
en,Event,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,HumanObservation,FORMICA,UGENT:FORMICA:ITLOT2P1:HERB:Oenanthe pimpinelloides,"Giovanni Iacopett, Sanne Govaert Govaert, Kris Verheyen, Pieter Vangansbeke",2,% coverage of herb layer,present,FORMICA_VEG:plot:ITLOT2P1,Oenanthe pimpinelloides,Plantae,species
en,Event,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,HumanObservation,FORMICA,UGENT:FORMICA:ITLOT2P1:HERB:Quercus cerris,"Giovanni Iacopett, Sanne Govaert Govaert, Kris Verheyen, Pieter Vangansbeke",2,% coverage of herb layer,present,FORMICA_VEG:plot:ITLOT2P1,Quercus cerris,Plantae,species
en,Event,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,HumanObservation,FORMICA,UGENT:FORMICA:ITLOT2P1:HERB:Carex flacca,"Giovanni Iacopett, Sanne Govaert Govaert, Kris Verheyen, Pieter Vangansbeke",0.5,% coverage of herb layer,present,FORMICA_VEG:plot:ITLOT2P1,Carex flacca,Plantae,species
en,Event,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,HumanObservation,FORMICA,UGENT:FORMICA:ITLOT2P1:HERB:Carex olbiensis,"Giovanni Iacopett, Sanne Govaert Govaert, Kris Verheyen, Pieter Vangansbeke",0.5,% coverage of herb layer,present,FORMICA_VEG:plot:ITLOT2P1,Carex olbiensis,Plantae,species
en,Event,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,HumanObservation,FORMICA,UGENT:FORMICA:ITLOT2P1:HERB:Cistus salviifolius,"Giovanni Iacopett, Sanne Govaert Govaert, Kris Verheyen, Pieter Vangansbeke",5,% coverage of herb layer,present,FORMICA_VEG:plot:ITLOT2P1,Cistus salviifolius,Plantae,species
en,Event,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,HumanObservation,FORMICA,UGENT:FORMICA:ITLOT2P1:HERB:Asparagus acutifolius,"Giovanni Iacopett, Sanne Govaert Govaert, Kris Verheyen, Pieter Vangansbeke",2,% coverage of herb layer,present,FORMICA_VEG:plot:ITLOT2P1,Asparagus acutifolius,Plantae,species
en,Event,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,HumanObservation,FORMICA,UGENT:FORMICA:ITLOT2P1:HERB:Sorbus domestica,"Giovanni Iacopett, Sanne Govaert Govaert, Kris Verheyen, Pieter Vangansbeke",1,% coverage of herb layer,present,FORMICA_VEG:plot:ITLOT2P1,Sorbus domestica,Plantae,species
en,Event,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,HumanObservation,FORMICA,UGENT:FORMICA:ITLOT2P1:HERB:Cytisus scoparius,"Giovanni Iacopett, Sanne Govaert Govaert, Kris Verheyen, Pieter Vangansbeke",5,% coverage of herb layer,present,FORMICA_VEG:plot:ITLOT2P1,Cytisus scoparius,Plantae,species
en,Event,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,HumanObservation,FORMICA,UGENT:FORMICA:ITLOT2P1:HERB:Rubia peregrina,"Giovanni Iacopett, Sanne Govaert Govaert, Kris Verheyen, Pieter Vangansbeke",1,% coverage of herb layer,present,FORMICA_VEG:plot:ITLOT2P1,Rubia peregrina,Plantae,species
en,Event,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,HumanObservation,FORMICA,UGENT:FORMICA:ITLOT2P1:HERB:Hedera helix,"Giovanni Iacopett, Sanne Govaert Govaert, Kris Verheyen, Pieter Vangansbeke",0.5,% coverage of herb layer,present,FORMICA_VEG:plot:ITLOT2P1,Hedera helix,Plantae,species
en,Event,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ghent University,,FORMICA_VEG - Vegetation surveys along edge-to-core transects in open and dense forests in the framework of the Forest Microclimate Assessment (FORMICA) project,HumanObservation,FORMICA,UGENT:FORMICA:ITLOT2P1:HERB:Geranium purpureum,"Giovanni Iacopett, Sanne Govaert Govaert, Kris Verheyen, Pieter Vangansbeke",0.5,% coverage of herb layer,present,FORMICA_VEG:plot:ITLOT2P1,Geranium purpureum,Plantae,species
